user_id,loan_id,webvisit_id,name,gender,birthday,ssn,city,zip_code,loan_amount,interest,loan_purpose,outcome,timestamp,referrer,campaign_name
5060078,93274053,76395177,Διαμαντούλα Βαζούρα,M,1990-07-15,618-14-2975,Αθήνα,19438,50000,14.0,Refinance existing loans,REJECTED,1551178862,Twitter,display3
5073761,66113901,52034543,Θεοχάρης Κοντογιάννης,F,1994-06-13,615-16-3015,Κιλκίς,18199,280000,8.7,Refinance existing loans,REJECTED,1522915485,Twitter,display1
5073761,66113901,52034543,Θεοχάρης Κοντογιάννης,F,1994-06-13,615-16-3015,Κιλκίς,18199,280000,8.7,Refinance existing loans,REJECTED,1522915485,Google,display3
5073761,66113901,52034543,Θεοχάρης Κοντογιάννης,F,1994-06-13,615-16-3015,Κιλκίς,18199,280000,8.7,Refinance existing loans,REJECTED,1522915485,Google,display2
5073761,66113901,52034543,Θεοχάρης Κοντογιάννης,F,1994-06-13,615-16-3015,Κιλκίς,18199,280000,8.7,Refinance existing loans,REJECTED,1522915485,Google,display3
5073761,4177074,,Θεοχάρης Κοντογιάννης,F,1994-06-13,615-16-3015,Κιλκίς,18199,70000,7.0,Buying a pet,REJECTED,1522136514,,
5086381,32254022,,Αρετή Νάντσου,M,1980-12-21,215-19-8246,Βόλος,ΤΚ 800 18,210000,6.7,Buying a pet,ACCEPTED,1560869169,,
5096255,12309452,,Διαμαντής Κραββαρίτης,M,1994-01-10,824-56-1822,Κέρκυρα,39587,210000,6.7,Buying a pet,REJECTED,1555732049,,
5112680,75399227,,Σαμουήλ Καράνης,M,1971-10-06,466-86-5164,Καβάλα,255 74,40000,6.7,home purchase,ACCEPTED,1515233232,,
5112680,52885527,,Σαμουήλ Καράνης,M,1971-10-06,466-86-5164,Καβάλα,255 74,20000,6.7,Refinance existing loans,ACCEPTED,1515722425,,
5134015,33277532,,Χαρίκλεια Κωνσταντινίδου,F,1971-12-16,500-86-2821,Λιβαδιά,88786,120000,7.0,Buying a pet,REJECTED,1517934925,,
5134829,38702631,,Κρυστάλλης Πίτσης,F,1987-05-18,928-13-8563,Καλαμάτα,54622,60000,8.7,Refinance existing loans,ACCEPTED,1510832300,,
5135916,16869184,,Κλεονίκη-Φλωρεντία Ντόβα,M,1996-06-21,946-48-6128,Σέρρες,19347,170000,6.7,Refinance existing loans,ACCEPTED,1523512593,,
5135916,65465008,,Κλεονίκη-Φλωρεντία Ντόβα,M,1996-06-21,946-48-6128,Σέρρες,19347,180000,14.0,Buying a pet,ACCEPTED,1528552095,,
5144444,86677313,,Βασίλης Τζιώτζης,F,1970-05-03,636-69-0732,Σάμος,40626,260000,7.0,Buying a pet,REJECTED,1556417348,,
5155504,78252876,,Κυπριανή Μιχελακάκη,M,1970-04-24,768-95-9228,Ηράκλειο,ΤΚ 002 54,230000,8.7,Buying a pet,REJECTED,1550459733,,
5176519,20698151,,Έκτορας Τραχίλης,F,1983-07-19,599-01-6385,Χίος,52525,150000,14.0,buying a pet,ACCEPTED,1560650168,,
5189086,99362623,,Λύσανδρος Μπούκος,F,1986-06-02,152-56-2689,Χαλκίδα,31506,200000,8.7,Home purchase,ACCEPTED,1509402117,,
5219135,43734542,,Λαμπρινή Βασιλειάδη,M,1982-08-11,090-03-7997,Φλώρινα,ΤΚ 993 70,90000,7.0,Buying a pet,REJECTED,1527256598,,
5219135,40222068,,Λαμπρινή Βασιλειάδη,M,1982-08-11,090-03-7997,Φλώρινα,ΤΚ 993 70,280000,7.0,Buying a pet,REJECTED,1518329331,,
5226453,49938031,,Γκόλφω Πολίτου,M,1988-07-08,292-20-7359,Τρίκαλα,443 83,170000,8.7,Buying a pet,REJECTED,1510709654,,
5226453,75942875,62961920,Γκόλφω Πολίτου,M,1988-07-08,292-20-7359,Τρίκαλα,443 83,20000,14.0,home purchase,REJECTED,1513252302,,
5240824,16763693,,Αργύριος Βαβουράκης,F,1986-04-24,784-95-5585,Έδεσσα,ΤΚ 670 98,90000,6.7,Buying a pet,ACCEPTED,1511430799,,
5243443,27891477,32911215,Μαλαμάτη Βακουφτσή,M,1982-03-23,079-82-6421,Αργοστόλι,47260,60000,6.7,Home purchase,ACCEPTED,1553911192,,
5250942,73138073,,Ερατώ Παπανδρικοπούλου,F,1987-08-14,599-14-5068,Σπάρτη,ΤΚ 11261,280000,7.0,Home purchase,ACCEPTED,1558589764,,
5261449,20023561,15767846,Δρόσος Κουτσουρέλης,M,1974-05-01,484-42-3377,Ιωάννινα,714 09,100000,14.0,buying a pet,ACCEPTED,1510108725,Twitter,display3
5261449,41586832,,Δρόσος Κουτσουρέλης,M,1974-05-01,484-42-3377,Ιωάννινα,714 09,250000,6.7,Refinance existing loans,REJECTED,1551732814,,
5261449,20023561,15767846,Δρόσος Κουτσουρέλης,M,1974-05-01,484-42-3377,Ιωάννινα,714 09,100000,14.0,buying a pet,ACCEPTED,1510108725,Twitter,display2
5261449,20023561,15767846,Δρόσος Κουτσουρέλης,M,1974-05-01,484-42-3377,Ιωάννινα,714 09,100000,14.0,buying a pet,ACCEPTED,1510108725,Twitter,display2
5261449,20023561,15767846,Δρόσος Κουτσουρέλης,M,1974-05-01,484-42-3377,Ιωάννινα,714 09,100000,14.0,buying a pet,ACCEPTED,1510108725,Facebook,display3
5269916,681185,,Διομήδης Στεργιαλής,F,1981-11-20,740-32-6821,Κοζάνη,85721,260000,6.7,buying a pet,REJECTED,1508645067,,
5292302,61655131,,Νεόκλεια Μαυροπούλου,F,1991-05-24,839-05-3070,Γρεβενά,634 15,190000,6.7,home purchase,REJECTED,1561746346,,
5292302,90457807,,Νεόκλεια Μαυροπούλου,F,1991-05-24,839-05-3070,Γρεβενά,634 15,290000,7.0,Buying a pet,ACCEPTED,1512781691,,
5305785,35274301,,Ευρυδίκη Παππά,M,1985-01-12,110-91-7052,Μεσολόγγι,533 15,270000,14.0,Buying a pet,ACCEPTED,1546797892,,
5305785,69847480,,Ευρυδίκη Παππά,M,1985-01-12,110-91-7052,Μεσολόγγι,533 15,120000,7.0,Home purchase,REJECTED,1517708621,,
5310185,44435858,62300680,Αμαλία Λιάκου,M,1975-03-13,205-16-1767,Καστοριά,387 61,90000,14.0,Buying a pet,REJECTED,1518095248,Facebook,display2
5310185,44435858,62300680,Αμαλία Λιάκου,M,1975-03-13,205-16-1767,Καστοριά,387 61,90000,14.0,Buying a pet,REJECTED,1518095248,Google,display3
5314083,35741713,,Καλλιρόη Κατσιμάλη,M,1992-12-27,731-52-2924,Σάμος,96485,230000,14.0,Buying a pet,ACCEPTED,1516575482,,
5314083,84049106,,Καλλιρόη Κατσιμάλη,M,1992-12-27,731-52-2924,Σάμος,96485,290000,6.7,Home purchase,ACCEPTED,1520619508,,
5334704,55048076,57320153,Αμβρόσιος Βούλγαρης,F,1993-03-27,068-68-1495,Τρίπολη,ΤΚ 252 92,60000,8.7,Buying a pet,REJECTED,1547055793,,
5362346,37062622,,Θεοφανία Ντανώλα,F,1984-01-27,575-87-2722,Φλώρινα,ΤΚ 21633,70000,6.7,buying a pet,REJECTED,1547560390,,
5374832,50070982,,Άγγελος Ρέντας,F,1973-12-07,988-16-1333,Πύργος,ΤΚ 982 64,90000,7.0,Buying a pet,ACCEPTED,1511749185,,
5410837,40426476,,Δημοσθένης Καρακάξης,M,1972-09-01,315-33-0622,Καρδίτσα,ΤΚ 21213,230000,14.0,Home purchase,REJECTED,1556907611,,
5410837,67187246,,Δημοσθένης Καρακάξης,M,1972-09-01,315-33-0622,Καρδίτσα,ΤΚ 21213,60000,14.0,home purchase,REJECTED,1507386052,,
5424175,7354196,,Ματθαίος Τσαπραλής,M,1979-04-28,404-72-7408,Ρέθυμνο,88716,80000,8.7,Refinance existing loans,ACCEPTED,1553151538,,
5424175,46633105,22092662,Ματθαίος Τσαπραλής,M,1979-04-28,404-72-7408,Ρέθυμνο,88716,60000,6.7,Home purchase,REJECTED,1559892215,Facebook,display1
5450903,7447207,,Θεοτόκης Νιτσοτόλης,F,1981-09-15,551-96-1802,Τρίκαλα,97730,170000,14.0,Buying a pet,REJECTED,1558925297,,
5450903,74529401,,Θεοτόκης Νιτσοτόλης,F,1981-09-15,551-96-1802,Τρίκαλα,97730,60000,14.0,Buying a pet,REJECTED,1526121167,,
5458223,4208160,,Σωφρονία Κουτσούμπη,M,1989-02-05,431-58-7656,Καρδίτσα,83563,40000,7.0,Home purchase,ACCEPTED,1559399414,,
5462745,13720933,,Φρίξος Τσιρώνης,F,1972-04-25,703-90-6470,Έδεσσα,39475,190000,8.7,Refinance existing loans,REJECTED,1558371632,,
5472427,88268410,9312724,Ρούσα Πανοπούλου,F,1980-10-27,952-95-2615,Άμφισσα,84974,280000,7.0,Buying a pet,REJECTED,1553775771,,
5478788,49097272,,Χριστιάνα Νάσσου,M,1989-05-16,119-83-7186,Καστοριά,213 39,70000,7.0,Refinance existing loans,ACCEPTED,1557345729,,
5478788,68651732,,Χριστιάνα Νάσσου,M,1989-05-16,119-83-7186,Καστοριά,213 39,220000,14.0,Buying a pet,REJECTED,1549114734,,
5521050,28637267,,Βαρδής Καταραχιάς,M,1992-08-29,988-81-0648,Ρέθυμνο,107 72,30000,7.0,Home purchase,ACCEPTED,1515522030,,
5522224,15617581,29848414,Δαμιανή Καρυδά,M,1989-05-19,654-02-1863,Λιβαδιά,978 01,240000,7.0,Refinance existing loans,REJECTED,1548808171,Google,display2
5522224,15617581,29848414,Δαμιανή Καρυδά,M,1989-05-19,654-02-1863,Λιβαδιά,978 01,240000,7.0,Refinance existing loans,REJECTED,1548808171,Google,display2
5522224,15617581,29848414,Δαμιανή Καρυδά,M,1989-05-19,654-02-1863,Λιβαδιά,978 01,240000,7.0,Refinance existing loans,REJECTED,1548808171,Facebook,display1
5522224,15617581,29848414,Δαμιανή Καρυδά,M,1989-05-19,654-02-1863,Λιβαδιά,978 01,240000,7.0,Refinance existing loans,REJECTED,1548808171,Twitter,display3
5522224,15617581,29848414,Δαμιανή Καρυδά,M,1989-05-19,654-02-1863,Λιβαδιά,978 01,240000,7.0,Refinance existing loans,REJECTED,1548808171,Twitter,display1
5539679,92477720,97610750,Αργυρώ Τζάγκα,M,1978-01-13,833-02-4571,Αλεξανδρούπολη,97424,150000,14.0,Buying a pet,REJECTED,1549554452,Facebook,display2
5539679,92477720,97610750,Αργυρώ Τζάγκα,M,1978-01-13,833-02-4571,Αλεξανδρούπολη,97424,150000,14.0,Buying a pet,REJECTED,1549554452,Google,display3
5539679,92477720,97610750,Αργυρώ Τζάγκα,M,1978-01-13,833-02-4571,Αλεξανδρούπολη,97424,150000,14.0,Buying a pet,REJECTED,1549554452,Facebook,display3
5555104,45459304,18438208,Ζαφείριος Κουκουβίνος,F,1995-05-06,899-03-1468,Καστοριά,328 04,50000,7.0,Refinance existing loans,ACCEPTED,1556897544,Google,display1
5555104,45459304,18438208,Ζαφείριος Κουκουβίνος,F,1995-05-06,899-03-1468,Καστοριά,328 04,50000,7.0,Refinance existing loans,ACCEPTED,1556897544,Facebook,display2
5555104,45459304,18438208,Ζαφείριος Κουκουβίνος,F,1995-05-06,899-03-1468,Καστοριά,328 04,50000,7.0,Refinance existing loans,ACCEPTED,1556897544,Twitter,display3
5564718,93617389,,Ησαΐας Μητρίδης,F,1972-02-07,568-89-4351,Αργοστόλι,ΤΚ 44359,30000,14.0,Refinance existing loans,REJECTED,1522051148,,
5564718,75128151,,Ησαΐας Μητρίδης,F,1972-02-07,568-89-4351,Αργοστόλι,ΤΚ 44359,190000,14.0,Refinance existing loans,REJECTED,1560124309,,
5565021,68496333,,Θεοφανία Κυριαννάκη,F,1994-08-03,365-31-3298,Έδεσσα,88655,210000,6.7,home purchase,REJECTED,1507084834,,
5588661,39205878,87990689,Ζαφείριος Παλλάς,F,1988-07-16,554-44-7294,Ερμούπολη,65631,30000,14.0,Buying a pet,ACCEPTED,1559976951,Facebook,display1
5600538,25254214,,Κωνσταντίνος Φρογάκης,F,1972-11-19,366-32-4974,Σάμος,ΤΚ 664 80,260000,14.0,Buying a pet,REJECTED,1557005947,,
5604223,60970559,,Στέλλιος Καραλής,M,1974-06-16,021-61-1670,Βέροια,ΤΚ 02861,250000,6.7,Refinance existing loans,ACCEPTED,1560514193,,
5610074,33755765,,Κερασιά Μπούζα,M,1980-05-23,200-09-8386,Πάτρα,91343,170000,8.7,Home purchase,REJECTED,1560259195,,
5611279,94425667,49619487,Γαρύφαλλος Γρηγορόπουλος,F,1972-02-05,987-08-5521,Βέροια,35010,180000,7.0,buying a pet,REJECTED,1518505828,,
5645986,76242911,,Βικέντια Κοτρώτσου,M,1975-06-20,819-07-4008,Κοζάνη,725 41,40000,7.0,Refinance existing loans,ACCEPTED,1556406097,,
5655030,13466387,,Σελήνη Καρακώστα,M,1979-02-14,928-02-8156,Χίος,581 87,20000,14.0,Refinance existing loans,REJECTED,1527427894,,
5668322,96541223,,Σπήλιος Κραββαρίτης,F,1991-09-07,318-19-2388,Κοζάνη,33974,290000,8.7,Home purchase,ACCEPTED,1561490977,,
5678373,73337562,,Κασσιανή Καραγιάννη,F,1971-03-28,499-71-9325,Ιωάννινα,ΤΚ 39828,120000,8.7,Refinance existing loans,REJECTED,1548290384,,
5679634,24064962,,Αννίκα Δερλώπα,F,1982-08-28,835-41-1330,Δράμα,71311,200000,7.0,Buying a pet,REJECTED,1520691532,,
5682986,78238639,,Θαλασσινή Καπανταϊδάκη,F,1980-04-16,007-09-6997,Πάτρα,650 24,180000,6.7,Buying a pet,REJECTED,1561758216,,
5684542,10729852,,Ησαΐας-Αχιλλέας Ανδρουλάκης,M,1984-07-28,050-32-1398,Έδεσσα,956 37,270000,14.0,Refinance existing loans,ACCEPTED,1516038205,,
5690318,51832560,10718037,Ζησούλα Τσικρίκα,M,1970-05-19,438-89-0559,Κομοτηνή,74150,90000,6.7,Refinance existing loans,ACCEPTED,1559869105,Google,display1
5690318,51832560,10718037,Ζησούλα Τσικρίκα,M,1970-05-19,438-89-0559,Κομοτηνή,74150,90000,6.7,Refinance existing loans,ACCEPTED,1559869105,Twitter,display3
5690318,51832560,10718037,Ζησούλα Τσικρίκα,M,1970-05-19,438-89-0559,Κομοτηνή,74150,90000,6.7,Refinance existing loans,ACCEPTED,1559869105,Facebook,display3
5709621,93700664,,Νεοκλής Αγγελίδης,F,1987-09-15,466-41-5967,Αγ. Νικόλαος,ΤΚ 08401,290000,7.0,Refinance existing loans,ACCEPTED,1510973134,,
5709621,87647969,,Νεοκλής Αγγελίδης,F,1987-09-15,466-41-5967,Αγ. Νικόλαος,ΤΚ 08401,220000,6.7,Refinance existing loans,REJECTED,1517143338,,
5730766,26997551,,Λάμπρος Σκαρπέτας,M,1979-11-11,780-55-1062,Φλώρινα,863 94,30000,7.0,Home purchase,ACCEPTED,1528808711,,
5773538,87058347,16753332,Πολύδωρος-Στυλιανός Παπαδημητράκης,M,1995-04-13,897-12-3321,Χίος,097 93,40000,8.7,buying a pet,REJECTED,1512769430,,
5779956,22003521,,Μαργαρίτα Παπανικολάου,F,1984-02-04,997-33-1627,Χανιά,106 68,60000,7.0,buying a pet,ACCEPTED,1510632128,,
5808302,74568760,10739772,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,20000,6.7,Refinance existing loans,ACCEPTED,1516379422,Google,display2
5808302,74568760,10739772,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,20000,6.7,Refinance existing loans,ACCEPTED,1516379422,Facebook,display3
5808302,74568760,10739772,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,20000,6.7,Refinance existing loans,ACCEPTED,1516379422,Twitter,display3
5808302,50161656,50971012,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,220000,8.7,Refinance existing loans,ACCEPTED,1527713373,Google,display2
5808302,74568760,10739772,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,20000,6.7,Refinance existing loans,ACCEPTED,1516379422,Facebook,display2
5808302,74568760,10739772,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,20000,6.7,Refinance existing loans,ACCEPTED,1516379422,Google,display1
5808302,50161656,50971012,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,220000,8.7,Refinance existing loans,ACCEPTED,1527713373,Google,display3
5808302,50161656,50971012,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,220000,8.7,Refinance existing loans,ACCEPTED,1527713373,Twitter,display2
5808302,50161656,50971012,Γεώργιος Τσικνιάς,F,1981-07-22,824-40-0502,Πάτρα,41055,220000,8.7,Refinance existing loans,ACCEPTED,1527713373,Facebook,display3
5838796,65281729,,Κερασιά Συμεωνίδου,M,1988-06-22,782-46-3062,Χαλκίδα,025 33,50000,6.7,home purchase,ACCEPTED,1514021244,,
5839425,93159442,,Γαρύφαλλος Καστάνης,F,1973-07-28,294-15-5872,Γρεβενά,691 07,100000,8.7,Refinance existing loans,ACCEPTED,1517601100,,
5863725,74922937,,Νταίζη Γκούνη,M,1984-01-02,635-93-3620,Αθήνα,ΤΚ 14399,230000,7.0,Refinance existing loans,ACCEPTED,1509028308,,
5863725,27203831,,Νταίζη Γκούνη,M,1984-01-02,635-93-3620,Αθήνα,ΤΚ 14399,200000,7.0,Buying a pet,REJECTED,1516903751,,
5874909,32065463,,Αστέρω Κουκουθάκη,M,1994-07-03,401-75-4580,Αργοστόλι,ΤΚ 372 06,60000,7.0,Buying a pet,ACCEPTED,1514293324,,
5874909,6327610,,Αστέρω Κουκουθάκη,M,1994-07-03,401-75-4580,Αργοστόλι,ΤΚ 372 06,240000,7.0,Buying a pet,REJECTED,1522287640,,
5894078,85474327,,Βασιλεία Τσώνη,F,1996-05-02,493-47-7353,Καστοριά,190 61,90000,7.0,Refinance existing loans,REJECTED,1529319471,,
5901004,35496794,50578341,Δίκαιος Καβούρης,M,1995-06-19,772-92-7516,Καστοριά,407 79,60000,7.0,Refinance existing loans,REJECTED,1508561544,Twitter,display3
5901004,35496794,50578341,Δίκαιος Καβούρης,M,1995-06-19,772-92-7516,Καστοριά,407 79,60000,7.0,Refinance existing loans,REJECTED,1508561544,Facebook,display3
5901004,35496794,50578341,Δίκαιος Καβούρης,M,1995-06-19,772-92-7516,Καστοριά,407 79,60000,7.0,Refinance existing loans,REJECTED,1508561544,Google,display2
5919619,8806338,,Κλεόβουλος-Ηρακλής Τζεβελέκος,M,1973-08-09,325-38-1946,Αγ. Νικόλαος,07135,30000,14.0,Refinance existing loans,ACCEPTED,1522543436,,
5929707,47025713,,Αβραάμ Χρυσοβέργης,M,1973-05-17,437-24-4648,Πολύγυρος,90689,280000,8.7,home purchase,REJECTED,1523833373,,
5929707,8425699,,Αβραάμ Χρυσοβέργης,M,1973-05-17,437-24-4648,Πολύγυρος,90689,100000,8.7,Buying a pet,ACCEPTED,1556943757,,
5930321,73444084,,Σώζων Μπακοστεργίου,M,1987-06-30,647-18-4087,Ρέθυμνο,27839,60000,6.7,Refinance existing loans,ACCEPTED,1512537021,,
5930321,67917576,,Σώζων Μπακοστεργίου,M,1987-06-30,647-18-4087,Ρέθυμνο,27839,120000,7.0,Home purchase,REJECTED,1548349374,,
5930721,8822766,,Ελπίδα Ζαχαριουδάκη,F,1990-07-14,064-87-8105,Λιβαδιά,58592,220000,14.0,home purchase,ACCEPTED,1524731474,,
5938589,1637982,,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,90000,8.7,home purchase,ACCEPTED,1515132608,,
5938589,89220477,96071634,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,230000,14.0,Buying a pet,ACCEPTED,1529120522,Twitter,display3
5938589,89220477,96071634,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,230000,14.0,Buying a pet,ACCEPTED,1529120522,Twitter,display1
5938589,89220477,96071634,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,230000,14.0,Buying a pet,ACCEPTED,1529120522,Twitter,display3
5938589,89220477,96071634,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,230000,14.0,Buying a pet,ACCEPTED,1529120522,Google,display2
5938589,89220477,96071634,Πούλια-Σουλτάνα Καπνιά,M,1989-07-24,003-12-9988,Ερμούπολη,01013,230000,14.0,Buying a pet,ACCEPTED,1529120522,Google,display2
5940511,33070848,,Κλαίρη Μπακουλή,M,1976-12-15,725-21-3254,Βόλος,ΤΚ 77093,90000,6.7,Refinance existing loans,ACCEPTED,1528615213,,
5980437,7634807,,Χιονιά Σταθά,F,1982-10-08,210-87-2850,Αλεξανδρούπολη,227 24,240000,7.0,Buying a pet,REJECTED,1561027403,,
5980892,23305431,,Θεοφάνης Τσούπρας,F,1974-01-12,326-14-5511,Σέρρες,ΤΚ 770 87,170000,14.0,Refinance existing loans,ACCEPTED,1553042560,,
5994096,81814298,,Λαυρέντιος Μελιτσόπουλος,F,1990-04-30,888-62-2467,Χαλκίδα,56032,300000,7.0,Buying a pet,ACCEPTED,1527650215,,
5994096,24725242,,Λαυρέντιος Μελιτσόπουλος,F,1990-04-30,888-62-2467,Χαλκίδα,56032,230000,14.0,Buying a pet,ACCEPTED,1552791096,,
5997725,31941168,,Σταυρούλα Καλλιάνταση,M,1992-08-06,425-39-4158,Σέρρες,45500,120000,8.7,Refinance existing loans,REJECTED,1516994490,,
5997725,20188747,63314361,Σταυρούλα Καλλιάνταση,M,1992-08-06,425-39-4158,Σέρρες,45500,270000,8.7,buying a pet,REJECTED,1551597084,,
6001271,7993765,1626345,Βαρδής Κουμιώτης,M,1995-11-20,680-68-7632,Λιβαδιά,69262,180000,7.0,buying a pet,ACCEPTED,1512265539,,
6011231,36029143,,Ρεβέκκα-Χάιδω Σιούτα,M,1983-08-13,126-43-6652,Κομοτηνή,45415,40000,6.7,home purchase,ACCEPTED,1552830475,,
6011231,77706954,,Ρεβέκκα-Χάιδω Σιούτα,M,1983-08-13,126-43-6652,Κομοτηνή,45415,190000,8.7,Refinance existing loans,ACCEPTED,1520095179,,
6018017,72885019,39144149,Μένανδρος Φουτσιτζής,M,1992-10-09,828-85-6611,Τρίπολη,15532,300000,14.0,Home purchase,ACCEPTED,1518102939,Google,display3
6018017,8559007,47653856,Μένανδρος Φουτσιτζής,M,1992-10-09,828-85-6611,Τρίπολη,15532,80000,7.0,Refinance existing loans,ACCEPTED,1513778724,,
6028252,92961855,92457139,Μελέτιος Κούτρης,F,1988-07-22,555-54-3617,Σπάρτη,13490,60000,8.7,Buying a pet,ACCEPTED,1509257802,Twitter,display1
6028252,92961855,92457139,Μελέτιος Κούτρης,F,1988-07-22,555-54-3617,Σπάρτη,13490,60000,8.7,Buying a pet,ACCEPTED,1509257802,Google,display3
6028252,16713060,,Μελέτιος Κούτρης,F,1988-07-22,555-54-3617,Σπάρτη,13490,20000,7.0,buying a pet,ACCEPTED,1515711292,,
6053774,43715737,,Προδρομία Τουλάκη,M,1991-05-02,982-61-9315,Καρδίτσα,ΤΚ 584 87,190000,7.0,Home purchase,ACCEPTED,1561181729,,
6055926,28995378,,Κλειώ Μαγκανάρη,F,1985-04-02,535-27-5247,Αργοστόλι,76609,230000,7.0,Refinance existing loans,REJECTED,1551195228,,
6068697,76280831,,Ευθυμία-Ρεβέκκα Ανεζάκη,F,1991-11-16,536-38-6965,Χαλκίδα,ΤΚ 409 05,100000,7.0,Buying a pet,ACCEPTED,1556485971,,
6068697,33606710,83572617,Ευθυμία-Ρεβέκκα Ανεζάκη,F,1991-11-16,536-38-6965,Χαλκίδα,ΤΚ 409 05,40000,6.7,Refinance existing loans,REJECTED,1515211831,Google,display1
6068697,33606710,83572617,Ευθυμία-Ρεβέκκα Ανεζάκη,F,1991-11-16,536-38-6965,Χαλκίδα,ΤΚ 409 05,40000,6.7,Refinance existing loans,REJECTED,1515211831,Facebook,display1
6123790,42565534,,Εφραίμ Κατεβάτης,F,1983-02-15,430-72-7481,Βόλος,40346,40000,8.7,Buying a pet,REJECTED,1511221743,,
6190671,26176188,33250923,Χριστιάν Νικουλής,F,1992-11-05,456-82-8252,Τρίπολη,14393,200000,6.7,Home purchase,ACCEPTED,1507396851,Facebook,display2
6190671,26176188,33250923,Χριστιάν Νικουλής,F,1992-11-05,456-82-8252,Τρίπολη,14393,200000,6.7,Home purchase,ACCEPTED,1507396851,Twitter,display2
6190671,26176188,33250923,Χριστιάν Νικουλής,F,1992-11-05,456-82-8252,Τρίπολη,14393,200000,6.7,Home purchase,ACCEPTED,1507396851,Google,display1
6220452,26068512,23585411,Αθηνόδωρος Ριζούλης,M,1977-08-06,817-26-1577,Ηράκλειο,650 77,60000,6.7,Home purchase,ACCEPTED,1510294321,,
6220452,18890145,,Αθηνόδωρος Ριζούλης,M,1977-08-06,817-26-1577,Ηράκλειο,650 77,120000,7.0,Refinance existing loans,REJECTED,1521550192,,
6262973,21568666,7233631,Λάσκαρης Κουτσουρέλης,F,1972-10-08,081-20-4974,Πύργος,26012,60000,7.0,Buying a pet,ACCEPTED,1549801417,Facebook,display3
6262973,21568666,7233631,Λάσκαρης Κουτσουρέλης,F,1972-10-08,081-20-4974,Πύργος,26012,60000,7.0,Buying a pet,ACCEPTED,1549801417,Facebook,display3
6262973,21568666,7233631,Λάσκαρης Κουτσουρέλης,F,1972-10-08,081-20-4974,Πύργος,26012,60000,7.0,Buying a pet,ACCEPTED,1549801417,Google,display2
6262973,21568666,7233631,Λάσκαρης Κουτσουρέλης,F,1972-10-08,081-20-4974,Πύργος,26012,60000,7.0,Buying a pet,ACCEPTED,1549801417,Facebook,display3
6262973,21568666,7233631,Λάσκαρης Κουτσουρέλης,F,1972-10-08,081-20-4974,Πύργος,26012,60000,7.0,Buying a pet,ACCEPTED,1549801417,Twitter,display3
6267536,33930887,61381031,Φραγκίσκος Βώσσος,F,1992-04-25,891-80-6668,Φλώρινα,71587,210000,8.7,Refinance existing loans,REJECTED,1507983730,Twitter,display1
6267536,33930887,61381031,Φραγκίσκος Βώσσος,F,1992-04-25,891-80-6668,Φλώρινα,71587,210000,8.7,Refinance existing loans,REJECTED,1507983730,Facebook,display3
6283725,35813575,,Χρήστος Καρανασίου,F,1984-09-03,388-35-0566,Πύργος,49485,260000,14.0,Refinance existing loans,ACCEPTED,1511055327,,
6288414,43819247,,Ταξιάρχης Ανδρουλάκης,F,1993-03-03,638-99-7075,Ιωάννινα,ΤΚ 764 40,220000,6.7,Home purchase,REJECTED,1511590827,,
6302937,66397110,,Βασίλειος Βάρσος,M,1985-10-31,962-16-6551,Αθήνα,81558,150000,14.0,home purchase,REJECTED,1513318442,,
6302937,38545281,,Βασίλειος Βάρσος,M,1985-10-31,962-16-6551,Αθήνα,81558,190000,7.0,Buying a pet,REJECTED,1521227643,,
6315673,34772706,,Νικόλαος-Φαίδων Σπανουδάκης,F,1974-10-29,665-31-4712,Θεσσαλονίκη,13470,220000,6.7,Home purchase,ACCEPTED,1559120213,,
6327129,602176,,Βαρθολομαίος Πουφτσής,F,1991-09-26,247-89-7758,Αργοστόλι,ΤΚ 151 81,220000,6.7,home purchase,ACCEPTED,1527197034,,
6329429,93254606,13385500,Αμβροσία Φρονιμάκη,M,1985-04-03,905-36-0138,Κομοτηνή,ΤΚ 90774,80000,6.7,Buying a pet,ACCEPTED,1507543373,Facebook,display2
6329429,93254606,13385500,Αμβροσία Φρονιμάκη,M,1985-04-03,905-36-0138,Κομοτηνή,ΤΚ 90774,80000,6.7,Buying a pet,ACCEPTED,1507543373,Google,display1
